TIC,TOI,Period,Phase,Tau,SNR,Radius_planet,Mass,Radius,logg,FEH,Teff,Number of Valid Transits,Has Visible TTVs,log10(p value),log10(p local),n_period_bins,μ(SNR | null),σ(SNR | null),sm_sf_grid,Epoch,Duration,err_Period,err_Epoch,err_Duration,Radius_planet_errp,Radius_planet_errm,passed_all_tests,failed_tests,nst_samples,known_as
269701147,1339.03,38.3513588338669,32.18869286565452,0.1130078162010097,99.97810571093882,2.883,0.892715,0.883481,4.49036,-0.0585772,5486.03,18.0,False,-21.3896,-23.3852,99.0,5.9581,0.275876,-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0001|-0.0004|-0.0010|-0.0031|-0.0093|-0.0280|-0.0848|-0.2485|-0.6611|-1.4715|-2.5317|-3.4647|-4.2288|-4.8889|-5.4823|-6.0285|-6.5389|-7.0210|-7.4798|-7.9190|-8.3412|-8.7487|-9.1431|-9.5259|-9.8981|-10.2607|-10.6146|-10.9605|-11.2989|-11.6304|-11.9554|-12.2744|-12.5877|-12.8957|-13.1986|-13.4968|-13.7904|-14.0797|-16.2479|-18.2261|-20.0580|-21.7715|-23.3863|-24.9166|-26.3733|-27.7651|-29.0989|-30.3805|-31.6145|-32.8053|-33.9561|-35.0702|-36.1501,1743.5586333331826,0.2260156324020194,2.137224663621779e-05,0.0007624099246086,0.0009958481764389,0.176,0.164,True,,5.915241|6.361584|5.610267|6.278175|6.224972|6.368968|6.087086|5.915732|5.816324|5.667172|5.836447|5.950562|5.795385|5.893121|6.330886|6.111159|5.655948|6.112385|6.209880|5.821839|5.664169|6.111159|6.236457|6.267619|5.845268|6.028865|5.471362|5.875432|5.755794|6.025008|5.555485|5.568922|6.028706|5.585151|6.264585|6.008273|5.822014|6.342486|5.638795|5.596762|6.349370|6.198177|5.632136|5.684918|5.681763|6.208339|5.990924|6.116913|6.110711|6.244155|5.341534|5.800117|6.230067|5.794479|6.281730|6.111159|6.064086|6.349111|5.696353|6.337455|5.880388|5.717340|6.086524|5.852515|5.213816|6.454138|5.949313|5.746553|5.636781|5.481759|6.156496|5.887703|6.223498|5.778791|6.156496|5.478745|6.235594|6.249874|5.686602|6.370732|5.486360|6.148206|6.013235|5.711967|5.989393|5.952375|5.742711|6.406245|6.191839|5.949313|5.757915|5.864826|6.240619|5.654520|6.311149|5.811639|6.192453|6.031083|5.957143|6.271011,
269728501,4566.01,2.084499383452333,0.2269175297310051,0.0328482550989357,20.60561806496457,1.573,0.717413,0.697716,4.59631,0.263993,4418.88,178.0,False,-9.6439,-11.6439,100.0,5.5131,0.284913,0.0000|0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0001|-0.0007|-0.0033|-0.0170|-0.0845|-0.3023|-0.6740|-1.1049|-1.5420|-1.9711|-2.3902|-2.7997|-3.2003|-3.5927|-3.9774|-4.3551|-4.7260|-5.0907|-5.4495|-5.8027|-6.1506|-6.4934|-6.8314|-7.1647|-7.4937|-7.8185|-8.1391|-8.4559|-8.7689|-9.0783|-9.3841|-9.6866|-9.9858|-10.2818|-10.5748|-10.8648|-11.1518|-11.4361|-13.6052|-15.6325|-17.5410|-19.3475|-21.0653|-22.7048|-24.2744|-25.7812|-27.2310|-28.6290|-29.9793|-31.2857|-32.5516|-33.7798|-34.9728,1325.565845941302,0.0656965101978714,2.064737845887647e-06,0.001770201695457,0.0017897010530068,0.083,0.079,True,,5.454537|5.426305|5.023015|5.965661|5.861533|5.332859|5.085211|5.278025|5.206175|5.267408|6.071339|5.863436|5.508751|5.412675|5.271770|5.792817|6.467118|5.553767|5.489434|5.646323|5.613064|5.381730|5.216069|5.251367|5.459542|6.191273|5.067388|5.262403|5.669591|5.525378|5.647022|5.258252|5.378581|5.440365|5.536086|5.130653|5.355893|5.606243|4.996801|5.547351|5.600935|5.489998|5.596729|5.515352|5.434596|5.636899|5.441026|6.292667|5.834271|5.411166|5.436193|5.741911|5.438604|5.689813|5.850361|5.329874|5.117478|6.273417|5.251181|5.764112|5.466086|5.779159|5.760357|5.724940|5.525041|5.445084|5.261392|5.124391|5.560545|5.446449|5.664484|5.547521|5.317586|5.407403|5.381129|5.442852|5.672488|5.677610|6.068513|5.421944|5.273777|5.327596|5.010876|5.603397|5.196739|5.350214|5.481796|5.253983|5.631655|5.290978|5.740662|5.077217|5.917899|5.487231|5.569955|5.338046|5.815479|5.922707|5.335028|5.330133,
269838674,5413.01,12.611924885564331,10.29511247004655,0.076766785079081,29.070754593564665,5.691,1.09735,1.20452,4.31032,0.122657,5929.52,8.0,False,-10.248,-12.1974,89.0,6.066,0.313561,-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0001|-0.0006|-0.0024|-0.0111|-0.0531|-0.2069|-0.5174|-0.9179|-1.3386|-1.7504|-2.1481|-2.5328|-2.9064|-3.2703|-3.6256|-3.9731|-4.3135|-4.6475|-4.9754|-5.2978|-5.6148|-5.9270|-6.2344|-6.5374|-6.8362|-7.1310|-7.4219|-7.7091|-7.9929|-8.2732|-8.5502|-8.8241|-9.0950|-9.3629|-9.6280|-9.8903|-11.8876|-13.7487|-15.4966|-17.1481|-18.7161|-20.2106|-21.6396|-23.0100|-24.3272|-25.5961|-26.8206|-28.0043|-29.1504|-30.2615|-31.3400,2484.4716692349657,0.153533570158162,3.676646965711189e-05,0.0013980199880021,0.0021662384333825,0.325,0.295,True,,6.447711|5.573172|5.724882|5.805994|5.787722|5.838695|6.818209|5.774211|5.865058|5.611105|5.789774|5.980658|5.858447|6.357260|6.370618|6.248518|5.776197|6.246885|5.420258|6.599735|6.467613|5.933896|6.192690|5.996264|5.914551|5.941333|6.091912|6.003334|6.851766|6.393703|5.943574|6.272400|6.229144|6.453634|5.954306|5.841861|5.702211|6.016696|6.233868|6.005445|5.907445|6.120537|5.608584|5.683779|5.961732|6.004529|6.254143|5.768100|6.335042|5.943211|6.477272|6.365104|6.191129|6.519903|6.393605|5.954475|6.421593|5.494784|5.989053|5.963138|5.621043|5.914551|5.840932|5.773894|6.181429|5.619576|5.962004|5.958726|6.411721|6.299964|5.868104|6.238330|6.118414|6.042868|6.365104|6.078348|5.733833|6.011364|5.846607|5.839550|6.048066|6.533224|6.637248|5.968334|5.918610|5.967519|6.660574|5.641979|6.370618|6.875936|5.801559|6.163016|5.881089|6.343448|5.973664|6.467355|6.152281|6.512416|5.545026|5.721403,
269849065,6708.01,4.229112455705379,0.8479441956345053,0.0349135095232423,17.39598060672928,1.803,0.558276,0.588183,4.64513,-0.0121106,3264.0,67.0,False,-5.4964,-7.4964,100.0,5.725,0.451378,-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0001|-0.0001|-0.0004|-0.0010|-0.0027|-0.0077|-0.0220|-0.0619|-0.1582|-0.3364|-0.5882|-0.8835|-1.1952|-1.5081|-1.8159|-2.1168|-2.4107|-2.6982|-2.9798|-3.2559|-3.5269|-3.7932|-4.0552|-4.3130|-4.5671|-4.8174|-5.0644|-5.3080|-5.5486|-5.7861|-6.0209|-6.2529|-6.4823|-6.7092|-6.9336|-7.1558|-7.3757|-7.5934|-7.8090|-8.0226|-8.2343|-9.8537|-11.3754|-12.8158|-14.1869|-15.4975|-16.7549|-17.9648|-19.1318|-20.2598|-21.3522|-22.4119|-23.4412|-24.4423|-25.4171|-26.3674,1326.153460497133,0.0698270190464846,3.904280184755921e-06,0.0016735917507274,0.0016836767673826,0.189,0.179,True,,5.835289|4.873469|5.610121|5.433396|5.003925|5.198204|6.121789|5.216196|5.319499|5.573672|5.618468|5.466674|6.235136|7.593089|5.896461|6.178864|5.194375|6.407245|5.197343|5.284401|5.373226|5.817218|6.538806|5.251752|5.852160|5.311069|5.932730|6.102978|6.424995|5.801991|5.627768|5.876191|5.925005|5.490946|5.731699|5.460342|5.649778|5.714324|5.149481|5.082100|6.151469|6.174193|6.406261|5.554866|5.704453|5.754766|5.346859|6.951621|5.687588|6.102607|5.399230|5.656719|5.698721|5.495448|6.086907|5.480522|5.787219|4.802575|6.264586|5.811643|5.648584|5.188927|5.066677|5.404543|5.611549|5.587962|5.312053|6.076356|6.427288|6.202881|6.147743|5.645113|5.429352|5.307667|6.435306|6.248949|5.122922|5.603816|6.425780|5.369092|5.416684|6.040059|5.862262|5.572838|6.022086|5.803675|5.222844|5.507585|6.306990|5.797037|5.677635|5.957835|5.953029|5.458133|5.797221|5.483636|5.735782|6.167187|5.606146|5.161957,
269850928,2608.01,4.724708034697553,3.4961483673224127,0.0836990428863766,87.13686466541591,11.651,1.13258,1.38538,4.20393,0.202248,5850.79,65.0,False,-17.6748,-19.6704,99.0,5.3413,0.304539,-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0001|-0.0005|-0.0017|-0.0059|-0.0214|-0.0763|-0.2331|-0.5337|-0.9360|-1.3751|-1.8143|-2.2420|-2.6567|-3.0593|-3.4511|-3.8331|-4.2062|-4.5713|-4.9290|-5.2798|-5.6243|-5.9627|-6.2955|-6.6229|-6.9454|-7.2630|-7.5761|-7.8849|-8.1895|-8.4902|-8.7870|-9.0802|-9.3699|-9.6561|-9.9391|-10.2190|-10.4958|-10.7696|-11.0406|-11.3088|-13.3521|-15.2574|-17.0479|-18.7406|-20.3484|-21.8816|-23.3483|-24.7553|-26.1083|-27.4121|-28.6709|-29.8881|-31.0670|-32.2102|-33.3203,2039.787512405328,0.1673980857727532,3.478317444610329e-06,0.0008513380223992,0.0009741951696782,0.546,0.475,True,,5.088365|5.269399|5.066230|5.610243|5.160635|4.789404|5.827103|4.584685|4.844722|4.915841|5.479743|5.287236|4.870431|5.357355|5.099898|5.393373|5.214098|5.513499|4.915554|5.194603|5.206401|5.435355|5.039021|5.052190|5.128239|5.792832|5.556609|5.126405|5.749918|5.201227|5.304365|5.443204|5.177931|5.159500|5.896225|5.611138|5.357475|6.290323|5.881346|5.619191|5.338680|5.561614|5.168958|5.658305|4.580188|5.180839|5.765582|5.307977|5.760339|5.495589|5.616920|5.379823|5.465494|5.335286|5.116802|5.337357|5.098362|4.881989|5.533572|5.167430|5.209124|5.069422|5.258794|5.748320|5.759551|5.585936|5.358563|5.907407|5.384813|5.420109|5.192482|5.611922|5.000511|5.512058|4.945917|5.787214|5.090274|5.345403|5.806353|5.263925|5.385929|5.280240|5.008010|5.357773|5.230525|5.263466|5.109775|5.305999|5.160931|5.333675|5.917424|5.222867|5.348112|5.040944|5.249398|5.367792|5.699356|5.368461|5.099490|5.859738,
269859655,3053.01,2.9920022945556166,2.553766286250437,0.0507436504989813,63.05394031335056,12.574,0.893416,0.910817,4.46464,0.132908,5345.77,9.0,False,-15.6994,-17.407,51.0,3.8789,0.334317,-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0001|-0.0001|-0.0003|-0.0005|-0.0011|-0.0022|-0.0046|-0.0099|-0.0211|-0.0452|-0.0959|-0.1970|-0.3782|-0.6591|-1.0322|-1.4667|-1.9253|-2.3805|-2.8194|-3.2386|-3.6391|-4.0227|-4.3916|-4.7475|-5.0918|-5.4256|-5.7501|-6.0659|-6.3738|-6.6744|-6.9682|-7.2557|-7.5372|-7.8132|-8.0839|-8.3496|-8.6107|-8.8672|-9.1195|-9.3678|-9.6122|-9.8528|-10.0900|-10.3237|-10.5541|-10.7814|-11.0056|-11.2270|-11.4455|-11.6612|-11.8744|-12.0850|-12.2931|-13.8687|-15.3228|-16.6770|-17.9472|-19.1451|-20.2802|-21.3598|-22.3901|-23.3761|-24.3221|-25.2316|-26.1078|-26.9534|-27.7707|-28.5618,3043.6746597527817,0.1014873009979626,0.00014525899742,0.0006776688030716,0.0007420138867575,0.85,0.813,True,,3.835246|2.942739|3.710184|3.908358|3.816132|3.801817|3.673362|4.133532|3.758889|4.022898|4.062565|3.926842|3.871359|4.459764|3.748496|3.717791|4.248257|3.976234|4.410014|3.690381|4.019372|3.956237|3.748496|3.785505|3.500320|2.874790|3.663073|3.733605|4.076247|3.762042|3.976789|4.073522|3.927561|4.062565|4.000893|4.129218|3.893317|3.989552|3.957796|3.748496|3.944227|4.752204|3.785505|3.723846|3.962006|4.339678|3.928436|3.748496|4.041353|2.874790|3.614158|4.170323|3.796868|4.062565|3.478229|4.133532|4.062565|4.215991|3.880096|4.242741|4.324577|3.918766|3.688601|2.874790|3.978246|3.890959|3.859272,
270075071,3095.01,4.283918019721668,1.9770355664723909,0.0599661143790353,37.239268734071615,10.847,1.01558,0.995906,4.44846,0.189254,5670.93,20.0,False,-11.8088,-13.7533,88.0,5.3309,0.365173,-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0001|-0.0002|-0.0006|-0.0016|-0.0045|-0.0130|-0.0374|-0.1035|-0.2532|-0.5120|-0.8575|-1.2457|-1.6437|-2.0362|-2.4185|-2.7899|-3.1512|-3.5031|-3.8465|-4.1820|-4.5102|-4.8318|-5.1471|-5.4566|-5.7606|-6.0595|-6.3535|-6.6428|-6.9278|-7.2085|-7.4853|-7.7583|-8.0277|-8.2935|-8.5560|-8.8153|-9.0715|-9.3247|-9.5750|-9.8225|-10.0674|-10.3096|-12.1524|-13.8677|-15.4783|-17.0004|-18.4464|-19.8259|-21.1464|-22.4143|-23.6347|-24.8119|-25.9497|-27.0513|-28.1194|-29.1565|-30.1648,3016.3521218997093,0.1199322287580706,1.0368982794535449e-05,0.0011491754084656,0.0018562230695153,0.55,0.489,True,,4.759234|5.006324|5.199656|4.677766|5.141722|6.179488|5.222381|4.890997|5.173389|5.250882|5.467066|6.048933|4.813302|5.615794|5.363395|5.606676|5.339839|4.683441|5.118290|5.388940|5.556677|5.709747|4.814186|5.312585|5.177561|5.463839|5.397546|5.555750|5.369418|5.510344|5.394425|4.683344|5.516427|5.110911|4.826843|5.242061|4.836756|5.065260|5.116215|5.964229|5.498782|4.886943|5.515506|5.072153|4.889930|5.202128|5.158550|5.191465|5.418277|5.260389|4.451112|5.066740|5.113589|5.034329|4.916332|4.918946|5.331432|5.620459|5.441677|5.516220|5.569371|5.591250|5.046772|5.115878|5.696791|5.584261|5.451193|5.169039|5.152504|6.281728|5.028302|5.595886|5.096020|5.527527|5.575661|5.436937|4.944096|5.937595|5.429505|6.073817|4.884022|5.756029|5.381000|5.522082|5.419523|5.092248|5.392890|5.374187|5.771181|5.442429|5.612199|5.519627|5.343004|5.159876|5.591020|6.407579|5.101770|5.613413|6.217084|5.108746,
270132709,6322.01,4.280817904446955,3.618427948392576,0.0793201196723271,47.45875551451999,15.474,1.20739,1.35751,4.23925,-0.0497609,6274.0,18.0,False,-11.8324,-13.7132,76.0,4.8976,0.370237,-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0001|-0.0001|-0.0004|-0.0010|-0.0025|-0.0067|-0.0183|-0.0501|-0.1290|-0.2872|-0.5302|-0.8333|-1.1652|-1.5036|-1.8377|-2.1637|-2.4811|-2.7905|-3.0927|-3.3882|-3.6777|-3.9616|-4.2405|-4.5147|-4.7844|-5.0500|-5.3116|-5.5696|-5.8240|-6.0751|-6.3231|-6.5680|-6.8099|-7.0491|-7.2856|-7.5195|-7.7509|-7.9799|-8.2066|-8.4310|-8.6533|-8.8734|-9.0915|-9.3076|-9.5218|-11.1623|-12.7052|-14.1658|-15.5555|-16.8832|-18.1560|-19.3794|-20.5583|-21.6965|-22.7977|-23.8646|-24.8998|-25.9056|-26.8840|-27.8367,3399.106067748746,0.1586402393446542,3.546749161518274e-05,0.0014378359526301,0.0016380329786291,0.674,0.542,True,,4.708463|5.680350|4.431460|4.480736|4.791431|4.604248|4.925317|4.786307|4.719190|4.131357|4.702799|4.921360|4.938777|4.582260|5.487141|4.630232|4.804621|5.047875|5.324397|5.061352|4.830785|4.685995|4.981947|4.991165|4.825120|5.276138|5.570679|5.626674|4.866082|4.454586|6.016729|5.404171|4.795054|5.346314|4.998251|4.292439|5.101930|4.812556|5.195441|4.295375|4.975992|4.473887|4.992738|5.202949|4.554428|5.044728|5.176680|5.069376|4.602114|4.759347|4.631720|5.472007|4.559622|4.907920|4.829746|5.605320|5.180083|4.465963|4.584931|4.682038|4.638564|5.095090|4.568234|4.728620|4.437491|4.393373|5.174896|4.126233|4.740893|5.432978|4.926093|4.396513|4.885995|4.819235|5.359138|5.001893|4.978214|5.802826|4.798124|4.669117|4.885081|4.718845|4.828346|4.660760|4.686029|5.388982|4.874490|4.270766|4.615421|5.371418|5.494516|4.888247|5.207782|4.795282|4.873045|5.362173|4.680688|4.797258|4.468116|5.017525,
270204383,7506.01,3.3349774468612585,0.4073504689911572,0.0412691857298413,27.06659752497452,11.244,0.63,0.764913022518158,4.47018,,4056.0,14.0,False,-5.426,-7.1894,58.0,4.5535,0.162579,0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|-0.1348|-0.2685|-0.4681|-0.7275|-1.0327|-1.3641|-1.7013|-2.0286|-2.3372|-2.6242|-2.8900|-3.1369|-3.3673|-3.5837|-3.7880|-3.9819|-4.1665|-4.3430|-4.5120|-4.6744|-4.8305|-4.9808|-5.1256|-5.2652|-5.3999|-5.5296|-5.6547|-5.7752|-5.8910|-6.0023|-6.1091|-6.2114|-6.3093|-6.4027|-6.4917|-6.5764|-6.6569|-6.7332|-7.2127|-7.5362|-7.7831|-7.9935|-8.1843|-8.3627|-8.5321|-8.6946|-8.8511|-9.0025|-9.1495|-9.2923|-9.4315|-9.5672|-9.6997,3857.5741474837873,0.0825383714596826,0.0002118968973257,0.0017685047456356,0.0020290544656502,1.497,1.494,False,snrd,4.420707|4.420707|4.420707|4.420707|4.420707|4.752569|4.420707|4.420707|4.752569|4.420707|4.420707|4.420707|4.420707|4.752569|4.752569|4.420707|4.420707|4.420707|4.420707|4.752569|4.420707|4.420707|4.420707|4.752569|4.752569|4.752569|4.752569|4.420707|4.420707|4.420707|4.420707|4.752569|4.752569|4.752569|4.752569|4.752569|4.420707|4.752569|4.420707|4.420707|4.420707|4.752569|4.420707|4.420707|4.752569|4.420707|4.752569|4.752569|4.752569|4.420707|4.752569|4.420707|4.420707|4.420707|4.752569|4.420707|4.420707|4.752569|4.420707|4.752569|4.752569|4.420707|4.752569|4.420707|4.420707|4.752569|4.752569|4.420707|4.752569|4.420707|4.420707|4.420707|4.420707|4.752569|4.752569|4.420707|4.420707|4.420707|4.420707|4.752569|4.420707|4.752569|4.420707|4.752569|4.752569|4.420707|4.752569|4.752569|4.420707|4.420707|4.752569|4.420707|4.420707|4.420707|4.420707|4.420707|4.752569|4.752569|4.420707|4.420707,
270219048,2307.01,2.6820085240502296,2.600160619700304,0.0269561307320213,76.81767961945505,11.295,1.09776,1.12255,4.37321,0.267829,5833.49,32.0,False,-16.0983,-18.0983,100.0,5.3564,0.361135,-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0001|-0.0002|-0.0005|-0.0013|-0.0038|-0.0109|-0.0319|-0.0902|-0.2287|-0.4793|-0.8242|-1.2184|-1.6262|-2.0303|-2.4249|-2.8092|-3.1836|-3.5490|-3.9060|-4.2554|-4.5977|-4.9335|-5.2632|-5.5871|-5.9057|-6.2192|-6.5278|-6.8319|-7.1316|-7.4271|-7.7187|-8.0064|-8.2905|-8.5711|-8.8482|-9.1222|-9.3930|-9.6607|-9.9256|-10.1876|-10.4468|-10.7034|-12.6581|-14.4809|-16.1942|-17.8145|-19.3543|-20.8234|-22.2298|-23.5799|-24.8791|-26.1320|-27.3425|-28.5141|-29.6496|-30.7516|-31.8225,1330.422078142495,0.0539122614640426,7.851277330512205e-07,0.0004955049190729,0.0006259472065324,0.624,0.613,True,,5.369767|5.402546|5.815871|5.363213|5.184611|5.324013|6.055934|5.878105|5.075067|5.337358|5.863334|5.180471|4.950007|5.360027|4.492945|5.276898|5.282194|5.658533|5.367226|5.113616|4.777528|5.086123|4.648470|4.688475|4.995018|5.440985|5.269414|5.307698|5.101494|5.072918|5.256295|5.259097|5.088673|5.378809|5.331365|5.243983|5.453199|5.503933|5.797287|5.296439|4.991018|5.479220|5.316402|5.907851|5.349584|5.703551|5.270659|4.960134|5.512456|5.576202|4.910328|5.393780|5.448068|5.875132|5.223547|5.248166|5.321814|5.422786|5.435828|5.702322|5.011523|6.230116|5.654594|5.765523|5.077087|5.339710|5.070528|5.033666|6.031920|5.630028|5.418338|5.468170|5.186663|5.878634|6.002191|5.293868|5.482185|5.191852|5.493075|5.505854|4.660580|4.941497|5.478081|5.124959|6.134244|5.536900|6.183945|4.764332|4.790385|6.254321|5.195295|4.660359|5.524298|5.419642|5.390710|5.076684|5.693710|5.040720|5.161477|5.447234,
270341214,173.01,29.75382971544597,8.101771429246634,0.156406772443441,242.27677491382667,11.572,1.29377,1.41491,4.24569,-0.0980609,6707.79,9.0,False,-18.6208,-20.6208,100.0,6.1014,0.342334,0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0001|-0.0003|-0.0015|-0.0079|-0.0452|-0.1954|-0.4807|-0.8264|-1.1813|-1.5296|-1.8685|-2.1988|-2.5212|-2.8365|-3.1454|-3.4484|-3.7460|-4.0387|-4.3266|-4.6103|-4.8898|-5.1655|-5.4376|-5.7062|-5.9715|-6.2337|-6.4930|-6.7493|-7.0029|-7.2539|-7.5023|-7.7483|-7.9919|-8.2332|-8.4723|-8.7093|-10.5247|-12.2334|-13.8523|-15.3938|-16.8670|-18.2794|-19.6369|-20.9444|-22.2060|-23.4255|-24.6059|-25.7499|-26.8601|-27.9386|-28.9873,1333.407775895673,0.312813544886882,5.341485664409336e-06,0.000286155474993,0.0003344905763355,0.528,0.441,True,,5.794546|5.755976|5.778389|5.888090|5.888824|5.511775|6.665842|5.778898|5.991012|6.122021|6.035340|7.310078|6.256855|6.443461|6.582608|5.860463|6.358697|5.877463|6.203959|6.236573|5.712631|6.666641|6.015148|6.069621|6.525060|6.422818|7.030228|6.116309|5.723932|6.491095|6.140554|6.199285|6.237902|6.817608|6.022799|5.753676|5.735047|6.368050|6.152877|5.737406|6.065845|6.316407|6.037952|5.987300|5.856385|6.567408|6.202709|6.220946|5.864503|5.750727|5.715862|6.464336|6.080862|6.262978|6.373521|5.792512|5.973299|6.767711|6.313270|6.262146|5.958762|6.149798|5.802432|5.775966|6.093669|5.528942|6.564579|5.760663|5.795204|5.758263|6.374450|6.076537|6.168591|6.262338|6.035492|5.943568|5.961754|6.143863|5.816219|5.770844|6.475033|5.738612|6.536750|5.976127|6.168775|5.633509|6.128201|5.703287|6.080538|6.609426|5.680281|6.090020|5.811696|5.756660|6.179964|6.185964|6.076870|5.950269|5.519259|6.935818,
270341214,173.02,9.170262820567984,3.983161100410608,0.1132893636731549,19.24145157436553,3.538,1.29377,1.41491,4.24569,-0.0980609,6707.79,24.0,False,-7.3925,-9.3925,100.0,5.5507,0.387209,-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0001|-0.0003|-0.0008|-0.0020|-0.0054|-0.0150|-0.0415|-0.1101|-0.2589|-0.5091|-0.8413|-1.2164|-1.6018|-1.9809|-2.3487|-2.7046|-3.0496|-3.3849|-3.7115|-4.0303|-4.3419|-4.6469|-4.9459|-5.2393|-5.5274|-5.8106|-6.0893|-6.3635|-6.6336|-6.8999|-7.1624|-7.4213|-7.6769|-7.9292|-8.1784|-8.4247|-8.6681|-8.9087|-9.1466|-9.3820|-9.6150|-11.3882|-13.0415|-14.5968|-16.0696|-17.4717|-18.8120|-20.0976|-21.3343|-22.5269|-23.6793|-24.7950|-25.8769|-26.9275|-27.9491|-28.9437,1329.289165566837,0.2265787273463098,1.5221767516467e-05,0.0027531252196505,0.0034761099684688,0.189,0.163,True,,5.711339|5.180777|5.480935|5.920370|5.539432|5.448762|5.363860|5.813409|5.579461|5.552122|5.654139|5.548022|6.277596|6.023292|5.147572|5.313611|5.194553|5.131792|5.389756|5.545806|4.977015|5.433396|5.709380|5.605335|5.447593|5.697960|5.638732|5.951798|5.490614|5.697357|5.346803|6.166751|6.452200|4.953945|5.477503|5.065341|6.568423|5.850978|5.117770|5.884497|6.140194|5.831464|5.722698|6.181097|5.189007|6.064092|5.217381|5.107721|5.241625|5.220487|5.372363|5.910228|5.899543|5.073668|4.942960|5.582903|4.473467|5.353742|5.873803|5.423766|5.940067|6.318638|5.518644|5.664275|5.342318|5.718139|5.052569|5.407988|5.301401|5.165888|6.357516|5.067488|5.779030|5.328172|5.743676|6.008279|5.229722|5.605082|4.937145|5.458357|5.626152|5.563833|4.971012|4.936089|6.335310|5.846062|5.812281|5.670036|5.207900|5.656281|5.677038|5.387660|5.705917|5.467018|5.575862|5.178557|5.661995|6.150950|5.396339|5.127300,
