TIC,TOI,Period,Phase,Tau,SNR,Radius_planet,Mass,Radius,logg,FEH,Teff,Number of Valid Transits,Has Visible TTVs,log10(p value),log10(p local),n_period_bins,μ(SNR | null),σ(SNR | null),sm_sf_grid,Epoch,Duration,err_Period,err_Epoch,err_Duration,Radius_planet_errp,Radius_planet_errm,passed_all_tests,failed_tests,nst_samples,known_as
270342589,2189.01,4.434332421619927,1.4022481770039383,0.0521008709259536,78.48474332084795,10.58,0.917598,0.909418,4.47983,0.195478,5358.8,36.0,False,-23.7173,-25.7129,99.0,5.3323,0.196518,0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0001|-0.0005|-0.0040|-0.0302|-0.1956|-0.6717|-1.3146|-1.9679|-2.5978|-3.2034|-3.7876|-4.3530|-4.9017|-5.4354|-5.9553|-6.4627|-6.9584|-7.4434|-7.9182|-8.3836|-8.8402|-9.2883|-9.7285|-10.1612|-10.5867|-11.0054|-11.4176|-11.8235|-12.2234|-12.6176|-13.0062|-13.3896|-13.7678|-14.1412|-14.5097|-14.8736|-15.2331|-15.5883|-18.2740|-20.7479|-23.0476|-25.2005|-27.2274|-29.1446|-30.9653|-32.6999|-34.3574|-35.9453|-37.4699|-38.9366|-40.3503|-41.7150|-43.0344,2037.6939757184527,0.1042017418519072,2.400402566807229e-06,0.0007209081738239,0.0008057466355234,0.649,0.611,True,,5.454850|4.928956|5.288975|5.123406|5.284030|4.970437|5.346064|5.512095|5.532685|4.885951|5.248657|5.600334|5.209578|5.157154|5.491536|5.327027|5.240087|5.084651|5.458084|5.564032|5.158105|5.305533|5.472743|5.275947|5.628337|5.221002|5.360288|5.400119|5.241518|5.203140|5.755638|5.455223|5.277008|5.340496|5.227272|5.189760|5.287402|5.210299|5.305151|5.230345|5.652448|5.574195|5.482745|5.598077|5.249316|5.296365|5.185795|5.600522|5.643295|5.320044|5.274240|5.193357|5.535187|5.486187|5.175173|5.172559|5.313741|5.321119|5.089271|5.148835|5.114399|5.514506|5.236123|5.482747|5.596270|5.293583|5.256294|5.333463|5.518236|5.344526|4.789738|5.409119|5.308146|5.396499|5.632475|5.430250|5.245547|5.316454|5.126457|5.453508|5.523674|5.515458|5.339324|5.446998|6.140443|5.257106|5.135404|5.237243|5.279982|5.335915|5.257665|4.909241|5.380239|5.133464|5.290940|5.248280|5.369028|5.603837|5.203576|5.253426,
270347814,3138.01,2.862048079610346,1.4545547019127685,0.0829166666666666,10.535717202312869,6.0,0.657,0.74,4.57,,4270.3,7.0,False,-1.6342,-3.3418,51.0,7.0392,0.640443,-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0001|-0.0001|-0.0002|-0.0004|-0.0007|-0.0013|-0.0025|-0.0048|-0.0095|-0.0192|-0.0397|-0.0828|-0.1662|-0.3057|-0.5084|-0.7733|-1.0912|-1.4415|-1.7958|-2.1327|-2.4471|-2.7431|-3.0257|-3.2981|-3.5625|-3.8201|-4.0720|-4.3189|-4.5613|-4.7997|-5.0344|-5.2656|-5.4937|-5.7188|-5.9412|-6.1610|-6.3782|-6.5932|-6.8059|-7.0164|-8.6244|-10.1345|-11.5662|-12.9323|-14.2417|-15.5013|-16.7165|-17.8916|-19.0301|-20.1349|-21.2087|-22.2537|-23.2717|-24.2646|-25.2337,4128.783605808806,0.1658333333333333,,,,0.377,0.37,False,snrd|significance,7.250649|7.224509|6.874842|6.425478|5.930026|6.446468|6.941788|6.378321|5.644330|7.673038|7.619996|7.252731|8.326478|7.437155|7.701183|7.619689|6.381809|6.443980|7.467166|6.273842|8.108105|6.405203|6.871102|6.745298|6.826557|7.113567|6.399179|7.665819|7.158447|6.774217|7.011669|7.322999|6.434272|6.475950|7.079705|6.795621|6.659005|7.321812|7.024101|6.835181|6.846332|8.164451|8.262929|6.932607|7.794266|7.383218|6.653803|7.238138|6.320854|8.271640|6.330751|6.439591|6.487683|8.287103|6.569049|8.277999|7.570675|7.256503|6.778551|8.194453|6.970416|6.779623|7.149213|5.999597|6.620516|7.335034|7.916525|6.469209|6.635148|7.941641|6.514261|6.581524|6.634116|6.773515|7.877426|7.172862|6.059052|6.588999|6.560427|7.145984|7.740954|8.375908|7.270878|7.015737|6.782656|6.237201|6.462950|8.105638|6.776441|6.412652|8.009013|5.873340|7.082644|6.841412|7.153172|8.057833|6.488854|7.839240|6.736305|6.526139,
270355392,4643.01,5.025634905694889,0.4837897377132708,0.0322474860948504,15.947297810253298,1.461,0.508305,0.526218,4.70052,-0.109535,3715.11,27.0,False,-7.325,-9.3206,99.0,5.4578,0.317821,-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0001|-0.0002|-0.0005|-0.0015|-0.0045|-0.0144|-0.0460|-0.1386|-0.3484|-0.6891|-1.1140|-1.5646|-2.0072|-2.4322|-2.8398|-3.2321|-3.6113|-3.9791|-4.3368|-4.6856|-5.0262|-5.3595|-5.6859|-6.0061|-6.3205|-6.6295|-6.9333|-7.2324|-7.5270|-7.8172|-8.1035|-8.3858|-8.6645|-8.9396|-9.2114|-9.4800|-9.7454|-10.0079|-10.2675|-10.5243|-10.7785|-12.7141|-14.5199|-16.2194|-17.8289|-19.3609|-20.8247|-22.2281|-23.5770|-24.8767|-26.1315|-27.3450|-28.5206|-29.6608|-30.7684|-31.8453,1411.4004398917557,0.0644949721897008,7.636563795487573e-06,0.0020647969098507,0.0023781520533155,0.108,0.102,True,,5.784928|4.670641|5.527293|5.090304|5.591951|4.965893|5.021053|5.147826|5.279256|4.910564|5.990080|5.693491|5.046882|5.589825|5.255622|5.217051|5.179096|5.128072|5.598906|6.116373|5.734465|5.450565|5.530065|5.305061|5.355424|5.336425|5.674383|5.731121|5.664823|5.649823|5.430658|5.174665|5.186866|5.846542|5.824027|5.516575|5.400222|5.705634|5.613863|6.020646|5.788375|5.192348|5.515026|5.073138|5.330020|5.386262|5.452408|5.203935|5.172632|5.424101|5.178814|5.353667|5.389253|5.882285|5.387183|5.747189|5.365634|5.334321|5.208055|6.210062|5.393256|5.211746|5.804249|5.226730|5.887782|5.808972|5.649305|5.221656|5.125406|6.032278|4.742631|5.093045|5.616111|4.946577|5.029118|5.182896|5.816657|5.858828|5.376157|5.451783|5.345099|5.699174|5.187292|5.032369|6.257866|5.560123|5.976291|5.437305|5.205323|5.692690|5.812888|5.752285|5.385318|5.316689|5.566304|5.487774|5.415951|5.700423|5.182580|5.742949,
270355392,4643.02,10.738618819884516,4.949760324188195,0.0299179762223734,10.806721123831174,1.589,0.508305,0.526218,4.70052,-0.109535,3715.11,11.0,False,-4.0907,-6.0863,99.0,5.494,0.315263,0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0001|-0.0003|-0.0014|-0.0061|-0.0269|-0.1102|-0.3282|-0.6677|-1.0562|-1.4504|-1.8368|-2.2129|-2.5793|-2.9366|-3.2859|-3.6277|-3.9626|-4.2911|-4.6136|-4.9305|-5.2422|-5.5488|-5.8507|-6.1482|-6.4414|-6.7305|-7.0156|-7.2971|-7.5749|-7.8494|-8.1204|-8.3883|-8.6531|-8.9149|-9.1739|-9.4300|-9.6835|-9.9343|-10.1826|-12.0746|-13.8394|-15.4981|-17.0663|-18.5559|-19.9763|-21.3352|-22.6387|-23.8923|-25.1003|-26.2666|-27.3945|-28.4869|-29.5464|-30.5753,1415.8664104782304,0.0598359524447468,1.6889831788682417e-05,0.0020605500128182,0.0022754559592367,0.133,0.126,True,,5.464672|5.515915|5.060074|5.920745|5.399123|5.124393|5.359062|5.466649|5.317621|5.208555|5.420664|5.750720|5.270562|6.069163|5.717890|5.311385|5.536215|5.525311|5.287494|5.531233|5.744220|5.098852|5.613890|5.382463|5.473342|5.247278|6.183588|5.274842|5.588835|5.730001|5.719703|5.393019|5.455168|5.243759|5.664655|4.957415|5.498169|5.045276|6.268472|5.817462|5.499663|6.099464|4.931024|5.282502|5.451328|5.828065|5.433227|5.476270|5.033376|5.802512|5.841598|4.923090|5.201675|5.075304|5.175215|5.146176|5.298829|5.947067|5.245270|5.926409|6.089913|5.191291|5.344754|5.736046|5.517448|5.136077|6.581044|5.332942|6.158356|5.464424|5.304271|5.819401|5.420054|5.090092|5.508716|5.873783|5.519695|5.521078|5.250743|5.425602|5.635849|5.500992|5.311305|6.075284|5.499404|5.757681|5.328464|5.523457|5.528827|5.687425|5.638066|5.406590|5.211278|5.694266|5.265634|4.946567|5.331002|5.433951|5.561265|5.501249,
270380593,465.01,3.836165236429778,3.2186006873029025,0.0458609601037376,151.42286189890586,6.023,0.835059,0.798834,4.54714,0.253015,4944.16,34.0,False,-23.4581,-25.4537,99.0,5.4171,0.258803,0.0000|0.0000|0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0001|-0.0002|-0.0007|-0.0025|-0.0097|-0.0371|-0.1352|-0.4001|-0.8667|-1.4446|-2.0370|-2.6067|-3.1488|-3.6664|-4.1630|-4.6414|-5.1041|-5.5526|-5.9885|-6.4130|-6.8270|-7.2313|-7.6268|-8.0141|-8.3936|-8.7659|-9.1314|-9.4904|-9.8435|-10.1907|-10.5325|-10.8692|-11.2008|-11.5277|-11.8501|-12.1681|-12.4819|-12.7917|-13.0977|-13.3999|-15.6847|-17.7916|-19.7547|-21.5978|-23.3388|-24.9911|-26.5655|-28.0706|-29.5136|-30.9003|-32.2359|-33.5246|-34.7703|-35.9761|-37.1450,1414.1352203314036,0.0917219202074752,8.626651323914545e-07,0.0002813173433704,0.000304155016124,0.31,0.285,True,,5.299622|5.154181|5.492562|5.120357|5.279637|5.214367|5.404054|5.181638|5.105650|5.436645|5.618316|5.787135|5.772134|5.007733|5.215568|5.671475|5.262516|5.623148|4.859309|4.868616|5.491247|5.352156|5.396186|5.969592|5.563663|5.392770|5.512761|5.736480|5.180083|6.090692|4.794783|5.428218|5.600672|5.327454|4.986240|5.098121|5.538720|5.330470|5.656777|5.099155|5.334205|5.515043|5.579991|5.535033|5.154013|5.253320|5.333038|5.278793|5.021103|5.072929|5.318990|5.431200|5.779797|5.353583|5.550908|5.121912|5.535631|6.049267|5.445160|5.433403|5.566612|5.239852|5.732557|5.662423|5.207419|5.627806|5.339961|5.596517|5.683758|5.499129|5.235675|5.479506|5.338538|5.517730|5.226950|5.494419|5.228102|5.408273|5.390706|5.707185|5.833373|5.271591|5.827311|5.441469|5.231508|5.494924|5.228448|5.734906|5.863292|5.404751|5.503667|5.640605|5.634404|5.547709|4.787677|5.668566|5.603076|5.364874|5.241303|5.181763,
270406298,5325.01,15.05762264937151,3.193343066820556,0.0275256525679598,31.743614010062807,7.982,0.876587,0.924942,4.44136,-0.562687,6009.87,10.0,False,-18.0843,-20.0799,99.0,5.5672,0.248739,0.0000|0.0000|0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0001|-0.0005|-0.0015|-0.0047|-0.0156|-0.0516|-0.1671|-0.4999|-1.2433|-2.3569|-3.4818|-4.4550|-5.3019|-6.0598|-6.7523|-7.3945|-7.9962|-8.5642|-9.1037|-9.6186|-10.1119|-10.5860|-11.0430|-11.4844|-11.9118|-12.3263|-12.7290|-13.1207|-13.5022|-13.8743|-14.2376|-14.5926|-14.9398|-15.2797|-15.6127|-15.9391|-16.2594|-16.5737|-16.8825|-19.1662|-21.2067|-23.0646|-24.7796|-26.3795|-27.8845|-29.3095|-30.6659|-31.9627|-33.2069|-34.4043|-35.5594|-36.6761|-37.7578|-38.8072,1414.1405381198158,0.0550513051359196,2.057836339126985e-05,0.0015838064076425,0.0016672746028784,0.514,0.517,True,,5.573759|5.841536|5.727115|4.984318|5.038802|5.685068|5.801839|5.604436|5.267339|5.296310|5.719011|5.248025|5.282793|5.198783|5.824462|5.268720|5.899975|5.391565|5.505651|5.359890|5.192585|5.608879|5.750340|5.672714|5.669125|6.067847|5.444273|5.819328|5.124357|5.756648|5.190655|5.377279|5.399763|5.194495|5.519123|5.339463|5.471854|5.779914|5.452351|5.663495|5.194529|5.646812|5.177004|5.627714|5.726176|5.620986|5.580885|5.435591|5.829506|5.489830|5.816859|5.762158|5.719590|5.714152|5.714890|5.384121|5.696456|5.228587|5.891953|5.907482|5.987899|5.754975|5.767852|5.889292|5.878768|5.442131|5.754559|5.248890|5.661922|5.189458|5.721633|5.653351|5.153468|5.412194|5.637352|5.797314|5.706191|5.723267|5.341352|5.306531|5.585788|5.807542|5.862021|5.756497|5.666009|5.476310|5.686356|5.761404|5.716680|5.639425|5.179507|5.874845|5.777749|5.725897|5.764619|5.807566|5.117066|5.612187|5.617729|5.078602,
270456887,6456.01,2.2681955524314423,0.7253636293670275,0.0351953402576043,116.8050952600963,12.08,1.36905,1.51719,4.20049,-0.0875935,6763.0,46.0,False,-15.3364,-17.3364,100.0,5.4883,0.385038,-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0001|-0.0003|-0.0007|-0.0021|-0.0061|-0.0185|-0.0558|-0.1538|-0.3441|-0.6178|-0.9409|-1.2812|-1.6205|-1.9519|-2.2740|-2.5874|-2.8930|-3.1916|-3.4839|-3.7705|-4.0519|-4.3285|-4.6006|-4.8686|-5.1328|-5.3933|-5.6503|-5.9041|-6.1548|-6.4025|-6.6475|-6.8897|-7.1294|-7.3667|-7.6015|-7.8341|-8.0645|-8.2928|-8.5190|-8.7432|-8.9656|-10.6716|-12.2824|-13.8134|-15.2761|-16.6789|-18.0283|-19.3298|-20.5877|-21.8058|-22.9871|-24.1345|-25.2503|-26.3365|-27.3950|-28.4275,1519.047362621199,0.0703906805152086,7.014260573615864e-07,0.0004738976827907,0.0006252302420268,0.657,0.586,True,,5.587040|5.660108|5.322904|6.361490|5.761027|5.202856|5.463228|5.189385|5.137168|5.402813|5.896173|4.728465|6.134609|5.567331|5.291714|4.984173|5.109959|5.151016|5.339352|5.622442|5.249041|5.123485|5.069482|5.474122|4.722703|5.252464|5.701796|5.440258|6.019061|4.996550|5.136040|6.234521|5.888832|6.253377|5.117282|6.132835|6.543463|5.842447|5.458611|5.460071|5.875853|6.048422|5.149081|5.157091|5.141714|4.956609|5.468982|5.331552|5.962507|5.701961|5.425288|4.712598|5.609278|5.297833|5.067538|5.925820|5.854226|6.144507|5.450493|5.096754|5.584377|5.233083|5.362152|5.697058|5.236341|5.833709|5.598730|5.229015|5.058611|5.466793|5.023259|5.804962|5.933794|5.871310|5.231297|6.022786|5.337062|5.052420|5.465966|5.034888|5.177283|5.922272|5.390844|5.638979|5.315461|5.617314|5.733092|5.651657|5.640822|5.440277|5.531418|5.818312|5.110234|5.187739|5.115747|5.086553|5.679880|6.350707|5.378474|5.562221,
270457662,3434.01,3.151055056368974,0.1871394680290529,0.0208034256000114,37.46350484327926,10.149,1.03283,1.28832,4.22534,-0.0756198,5944.37,34.0,False,-11.5991,-13.5991,100.0,5.5642,0.391005,-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0001|-0.0002|-0.0005|-0.0014|-0.0040|-0.0119|-0.0348|-0.0981|-0.2443|-0.4991|-0.8387|-1.2189|-1.6085|-1.9935|-2.3697|-2.7363|-3.0938|-3.4428|-3.7841|-4.1182|-4.4456|-4.7669|-5.0823|-5.3923|-5.6972|-5.9971|-6.2925|-6.5835|-6.8703|-7.1531|-7.4321|-7.7074|-7.9792|-8.2477|-8.5129|-8.7749|-9.0340|-9.2901|-9.5434|-9.7940|-10.0419|-11.9284|-13.6844|-15.3326|-16.8894|-18.3673|-19.7760|-21.1234|-22.4158|-23.6586|-24.8564|-26.0129|-27.1316|-28.2153|-29.2665|-30.2876,1518.5091242092287,0.0416068512000228,1.8644897140539287e-06,0.0011120372061509,0.0010085848472334,0.547,0.561,True,,5.378616|4.841574|5.887461|4.856325|5.455140|4.997664|5.219409|5.244727|6.046862|5.173960|5.451134|6.170697|5.765574|5.675692|5.057567|6.749421|5.114233|6.538149|5.589772|5.344610|5.511671|5.508710|6.679195|5.920052|5.275963|5.677434|5.405765|5.834548|5.564776|5.971204|4.655694|5.103282|5.323927|5.953657|5.701644|5.210616|5.674257|5.911283|4.864138|4.924104|5.627273|5.731006|5.351806|5.564707|5.844512|5.270115|5.555038|5.670013|5.369352|5.304991|4.832977|5.156328|5.439922|5.386170|5.460462|5.869383|5.370131|5.369784|5.607459|5.600628|6.351024|5.460586|5.496372|5.188539|5.654201|5.669961|5.565628|5.931802|6.004227|6.587863|5.284442|5.579718|5.311124|5.838055|4.960497|6.199023|5.034981|5.608774|5.454896|5.623731|5.380840|5.515486|5.876446|5.416451|5.777226|5.523542|5.283536|5.552536|5.811313|5.536113|5.455108|5.801635|5.706333|5.861152|6.128540|5.793115|5.870232|5.509787|5.597503|5.606215,
270468559,571.01,4.641831821347467,1.420803384460858,0.0731497949165171,160.0720960304223,12.032,1.11146,1.33132,4.22961,0.0230653,6026.39,40.0,False,-17.5476,-19.5476,100.0,5.5547,0.37621,0.0000|0.0000|0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0001|-0.0004|-0.0015|-0.0062|-0.0254|-0.0963|-0.2773|-0.5637|-0.8976|-1.2419|-1.5838|-1.9200|-2.2502|-2.5746|-2.8933|-3.2067|-3.5152|-3.8189|-4.1181|-4.4130|-4.7038|-4.9907|-5.2738|-5.5533|-5.8294|-6.1021|-6.3716|-6.6380|-6.9015|-7.1620|-7.4197|-7.6747|-7.9271|-8.1769|-8.4243|-8.6692|-8.9119|-9.1522|-9.3904|-11.2120|-12.9208|-14.5344|-16.0660|-17.5260|-18.9225|-20.2624|-21.5513|-22.7939|-23.9941|-25.1556|-26.2813|-27.3739|-28.4356|-29.4686,1519.4651276679192,0.1462995898330342,1.6119708739493747e-06,0.000455853193778,0.0004292688076606,0.589,0.51,True,,5.211808|5.337447|5.278716|5.599759|5.382639|5.046678|5.459487|5.604227|5.077123|5.617574|5.520261|5.410547|5.651531|5.322226|5.549638|5.788034|5.467215|5.754741|5.442398|5.070719|5.220559|4.943765|6.421221|5.207673|5.089688|5.568792|5.334297|5.007025|5.671792|5.889208|6.590359|5.604619|5.871620|5.617052|5.688347|5.319183|5.369545|5.893368|5.410541|5.675052|5.594326|5.409663|4.961455|5.691171|5.377486|6.222287|5.522834|5.910352|5.244383|5.646235|5.180570|5.670362|5.425222|5.703809|5.241512|5.274384|5.520634|5.062920|5.496287|6.644995|5.606857|5.954960|5.861893|5.775281|5.451082|6.102666|5.638041|5.442262|5.434684|5.703133|5.721732|5.547369|5.342298|5.402478|6.208010|6.358533|5.808495|5.257045|6.817449|5.404658|5.572067|5.500422|5.262130|5.599068|5.559611|5.916651|5.123162|5.529860|4.997189|6.714918|5.554811|5.582644|5.191935|5.633145|5.079937|5.320534|5.768406|5.241060|5.682033|5.009167,
270471065,3433.01,2.7765762779583056,1.090850083022486,0.0406318587276886,48.47267805585328,5.704,0.699403,0.717806,4.56183,0.100218,4540.41,29.0,False,-15.5624,-17.5624,100.0,5.473,0.291572,0.0000|0.0000|0.0000|0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0001|-0.0005|-0.0019|-0.0074|-0.0297|-0.1129|-0.3375|-0.7162|-1.1730|-1.6452|-2.1089|-2.5591|-2.9961|-3.4210|-3.8351|-4.2393|-4.6345|-5.0214|-5.4006|-5.7727|-6.1381|-6.4972|-6.8503|-7.1979|-7.5402|-7.8774|-8.2098|-8.5375|-8.8609|-9.1801|-9.4953|-9.8065|-10.1141|-10.4180|-10.7184|-11.0155|-11.3093|-11.6000|-11.8877|-14.0770|-16.1158|-18.0299|-19.8382|-21.5549|-23.1914|-24.7565|-26.2576|-27.7010|-29.0919|-30.4346|-31.7330|-32.9906|-34.2102|-35.3945,1519.4336720929632,0.0812637174553772,1.5785960937544592e-06,0.0010723570195975,0.0009919594479683,0.265,0.252,True,,4.920262|5.542823|5.684006|5.303696|4.910904|5.267361|5.129439|5.285224|5.639099|5.536971|5.470610|5.335688|5.281854|5.606533|6.071358|5.732227|5.200893|5.209672|4.676811|5.588097|5.452894|6.271126|5.264839|5.440788|5.757356|5.762553|5.396476|5.686631|6.377078|5.419980|6.024443|5.358756|5.673555|5.380114|5.392442|5.411033|5.263656|5.427458|5.240764|5.045435|5.758392|5.346349|5.506587|5.821828|5.350760|6.048905|5.094579|5.809625|5.127131|5.695616|5.796786|5.239161|5.635169|5.466107|5.234596|5.378978|5.780006|5.426096|5.449873|5.655164|5.271267|5.809050|5.412090|5.354322|5.098941|5.398608|5.540558|5.541038|5.741387|4.897552|5.513237|5.129440|5.659561|5.433452|5.596326|5.197672|5.181946|5.165005|5.467567|5.341704|5.365518|5.450369|5.752798|5.879592|5.226064|5.726747|5.663710|5.081356|5.901989|5.188747|5.255046|5.552796|6.056776|5.451617|5.511606|5.369651|5.359992|5.787972|5.400230|5.503231,
270471727,7639.01,10.456253167548184,4.417547128447187,0.0699219789602141,36.36873982758081,2.744,0.9,0.997091,4.39484,-0.09,5241.3,83.0,False,-14.0729,-16.0729,100.0,5.4631,0.252559,-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0001|-0.0006|-0.0032|-0.0180|-0.0986|-0.3649|-0.8062|-1.3029|-1.7946|-2.2691|-2.7269|-3.1700|-3.6004|-4.0193|-4.4279|-4.8272|-5.2179|-5.6007|-5.9761|-6.3446|-6.7066|-7.0626|-7.4128|-7.7575|-8.0970|-8.4316|-8.7615|-9.0868|-9.4078|-9.7247|-10.0375|-10.3465|-10.6518|-10.9534|-11.2516|-11.5465|-11.8381|-12.1265|-14.3186|-16.3540|-18.2593|-20.0538|-21.7523|-23.3665|-24.9058|-26.3781|-27.7898|-29.1465|-30.4529|-31.7131|-32.9307|-34.1089|-35.2504,1329.7558795395958,0.1398439579204282,9.853592113175258e-06,0.0015392875655288,0.0015235559504047,0.181,0.171,True,,5.095285|5.474920|5.284224|5.586151|5.246443|5.162381|5.345536|5.427747|5.602995|5.070861|5.520139|5.362303|5.082304|5.649102|5.309621|5.295696|5.266112|5.442762|5.549034|6.013243|5.569718|5.310733|5.295382|5.590936|4.994842|5.257203|5.495045|5.644468|5.386663|5.328715|5.251856|5.603830|6.030972|5.763269|5.782889|5.968281|5.294209|5.236781|5.837854|5.676666|5.402944|5.223777|5.634741|5.319447|5.532949|6.010899|5.759511|5.358702|5.685085|5.753221|5.321640|5.401254|5.380995|5.297834|5.298020|5.662487|5.296055|5.534438|5.644812|5.579207|5.414805|5.697298|5.470725|5.096780|5.473859|5.452907|5.455780|5.814187|5.620783|5.507851|5.105773|5.716879|5.680552|5.300434|6.417549|5.737047|5.404821|5.617619|5.943362|5.193801|5.684889|5.263240|5.312880|5.227509|5.354639|5.514874|5.553613|5.344367|4.921363|5.313847|5.313620|5.452376|5.685939|5.156120|4.982382|5.211979|5.460403|5.498238|5.373209|5.356685,
270472265,2187.01,2.7492253529318096,1.9016877322722383,0.0347507390523489,245.90621374038008,12.041,0.930987,1.04566,4.35994,-0.457862,6085.38,197.0,False,-23.2201,-25.2157,99.0,5.4445,0.293803,-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0001|-0.0004|-0.0013|-0.0042|-0.0136|-0.0440|-0.1351|-0.3538|-0.7321|-1.2205|-1.7441|-2.2591|-2.7529|-3.2248|-3.6772|-4.1127|-4.5334|-4.9409|-5.3366|-5.7217|-6.0970|-6.4634|-6.8217|-7.1723|-7.5158|-7.8526|-8.1833|-8.5081|-8.8274|-9.1415|-9.4506|-9.7550|-10.0550|-10.3506|-10.6422|-10.9299|-11.2139|-11.4942|-11.7712|-12.0448|-14.1159|-16.0312|-17.8221|-19.5101|-21.1111|-22.6369|-24.0967|-25.4981|-26.8470|-28.1484|-29.4066|-30.6250|-31.8069|-32.9549|-34.0713,2038.1927931155087,0.0695014781046978,5.385053228241394e-07,0.0002460042508934,0.0002718702300082,0.789,0.749,True,,5.636440|5.072143|5.677469|5.283760|5.101835|5.489538|5.965523|5.167302|5.456800|4.957310|5.695886|5.562865|5.803549|5.730224|5.780433|5.416990|5.927643|5.438960|5.162937|5.732929|5.104195|5.542700|5.070488|4.947018|5.488104|5.225944|5.330864|5.353008|5.131858|5.944128|5.274174|5.293835|5.721574|4.840637|5.276703|5.159763|5.433611|5.220791|5.626119|5.177211|5.083142|5.485856|4.871753|5.380206|5.411336|5.848645|5.068232|5.709122|5.617488|5.655329|6.087059|5.321937|5.003372|5.439896|5.691441|5.378533|5.507559|5.529375|5.468711|5.494931|5.678973|5.481441|4.987774|5.218474|5.638799|5.081037|6.301813|5.826071|5.840269|5.417976|5.272222|5.705637|5.578672|5.628524|5.614495|5.690751|5.070199|5.152605|5.711269|5.883190|5.566859|5.624355|5.116459|5.646052|5.485354|5.787605|5.103495|5.544648|5.544901|4.892742|5.334968|5.426310|5.242075|5.181768|5.210107|5.474046|6.035017|5.319406|5.332141|5.520758,
